CARD_ID,CUSTOMER_ID,CARD_BRAND,CARD_TYPE,CREDIT_LIMIT,CARD_STATUS
CARD00218,C00218,JCB,Classic,10000000,ACTIVE
CARD00219,C00219,Amex,Platinum,30000000,ACTIVE
CARD00220,C00220,MasterCard,Gold,500000000,ACTIVE
CARD00221,C00221,MasterCard,Infinite,100000000,ACTIVE
CARD00222,C00222,MasterCard,Gold,500000000,BLOCKED
CARD00223,C00223,Amex,Platinum,200000000,ACTIVE
CARD00224,C00224,JCB,Gold,30000000,ACTIVE
CARD00225,C00225,Amex,Platinum,10000000,ACTIVE
CARD00226,C00226,Amex,Gold,30000000,ACTIVE
CARD00227,C00227,JCB,Gold,20000000,ACTIVE
CARD00228,C00228,VISA,Gold,10000000,ACTIVE
CARD00229,C00229,MasterCard,Gold,100000000,ACTIVE
CARD00230,C00230,Amex,Platinum,200000000,ACTIVE
CARD00231,C00231,Amex,Infinite,200000000,ACTIVE
CARD00232,C00232,JCB,Infinite,500000000,ACTIVE
CARD00233,C00233,MasterCard,Platinum,10000000,BLOCKED
CARD00234,C00234,JCB,Classic,10000000,ACTIVE
CARD00235,C00235,JCB,Classic,20000000,ACTIVE
CARD00236,C00236,MasterCard,Platinum,20000000,ACTIVE
CARD00237,C00237,MasterCard,Classic,500000000,ACTIVE
CARD00238,C00238,JCB,Gold,30000000,ACTIVE
CARD00239,C00239,Amex,Platinum,100000000,ACTIVE
CARD00240,C00240,VISA,Gold,20000000,ACTIVE
CARD00241,C00241,MasterCard,Platinum,30000000,ACTIVE
CARD00242,C00242,VISA,Classic,500000000,ACTIVE
CARD00243,C00243,JCB,Infinite,200000000,ACTIVE
CARD00244,C00244,Amex,Classic,20000000,ACTIVE
CARD00245,C00245,JCB,Platinum,20000000,BLOCKED
CARD00246,C00246,MasterCard,Platinum,30000000,ACTIVE
CARD00247,C00247,JCB,Gold,100000000,ACTIVE
CARD00248,C00248,MasterCard,Platinum,50000000,ACTIVE
CARD00249,C00249,VISA,Platinum,50000000,ACTIVE
CARD00250,C00250,JCB,Classic,100000000,ACTIVE
CARD00251,C00251,MasterCard,Gold,500000000,ACTIVE
CARD00252,C00252,VISA,Platinum,20000000,ACTIVE
CARD00253,C00253,VISA,Gold,100000000,ACTIVE
CARD00254,C00254,MasterCard,Platinum,20000000,ACTIVE
CARD00255,C00255,JCB,Gold,500000000,ACTIVE
CARD00256,C00256,VISA,Classic,20000000,ACTIVE
CARD00257,C00257,JCB,Platinum,500000000,ACTIVE
CARD00258,C00258,MasterCard,Infinite,50000000,ACTIVE
CARD00259,C00259,JCB,Platinum,50000000,ACTIVE
CARD00260,C00260,MasterCard,Gold,100000000,ACTIVE
CARD00261,C00261,VISA,Gold,100000000,ACTIVE
CARD00262,C00262,MasterCard,Infinite,500000000,ACTIVE
CARD00263,C00263,VISA,Platinum,200000000,ACTIVE
CARD00264,C00264,Amex,Infinite,200000000,ACTIVE
CARD00265,C00265,VISA,Classic,100000000,ACTIVE
CARD00266,C00266,VISA,Gold,50000000,ACTIVE
CARD00267,C00267,Amex,Platinum,500000000,ACTIVE
CARD00268,C00268,JCB,Gold,500000000,BLOCKED
CARD00269,C00269,JCB,Infinite,10000000,ACTIVE
CARD00270,C00270,JCB,Platinum,200000000,ACTIVE
CARD00271,C00271,MasterCard,Gold,30000000,ACTIVE
CARD00272,C00272,Amex,Infinite,100000000,ACTIVE
CARD00273,C00273,Amex,Infinite,500000000,ACTIVE
CARD00274,C00274,MasterCard,Gold,30000000,ACTIVE
CARD00275,C00275,MasterCard,Infinite,100000000,ACTIVE
CARD00276,C00276,VISA,Gold,20000000,ACTIVE
CARD00277,C00277,JCB,Platinum,200000000,ACTIVE
CARD00278,C00278,JCB,Infinite,100000000,ACTIVE
CARD00279,C00279,JCB,Platinum,10000000,ACTIVE
CARD00280,C00280,VISA,Infinite,200000000,ACTIVE
CARD00281,C00281,JCB,Infinite,20000000,ACTIVE
CARD00282,C00282,JCB,Platinum,30000000,ACTIVE
CARD00283,C00283,Amex,Classic,100000000,ACTIVE
CARD00284,C00284,MasterCard,Gold,500000000,ACTIVE
CARD00285,C00285,VISA,Infinite,20000000,ACTIVE
CARD00286,C00286,VISA,Gold,20000000,ACTIVE
CARD00287,C00287,MasterCard,Platinum,50000000,ACTIVE
CARD00288,C00288,JCB,Platinum,30000000,ACTIVE
CARD00289,C00289,Amex,Infinite,50000000,ACTIVE
CARD00290,C00290,JCB,Gold,500000000,ACTIVE
CARD00291,C00291,MasterCard,Classic,10000000,ACTIVE
CARD00292,C00292,VISA,Gold,200000000,ACTIVE
CARD00293,C00293,MasterCard,Platinum,200000000,ACTIVE
CARD00294,C00294,Amex,Platinum,10000000,ACTIVE
CARD00295,C00295,MasterCard,Classic,500000000,BLOCKED
CARD00296,C00296,JCB,Classic,20000000,ACTIVE
CARD00297,C00297,JCB,Gold,500000000,ACTIVE
CARD00298,C00298,Amex,Gold,20000000,ACTIVE
CARD00299,C00299,VISA,Platinum,50000000,ACTIVE
CARD00300,C00300,Amex,Infinite,200000000,ACTIVE
CARD00301,C00301,VISA,Gold,50000000,ACTIVE
CARD00302,C00302,VISA,Classic,100000000,ACTIVE
CARD00303,C00303,JCB,Infinite,500000000,ACTIVE
CARD00304,C00304,VISA,Classic,200000000,ACTIVE
CARD00305,C00305,VISA,Platinum,30000000,ACTIVE
CARD00306,C00306,MasterCard,Platinum,50000000,ACTIVE
CARD00307,C00307,Amex,Infinite,10000000,ACTIVE
CARD00308,C00308,VISA,Platinum,50000000,ACTIVE
CARD00309,C00309,VISA,Platinum,200000000,ACTIVE
CARD00310,C00310,VISA,Platinum,500000000,ACTIVE
CARD00311,C00311,MasterCard,Platinum,20000000,ACTIVE
CARD00312,C00312,Amex,Infinite,100000000,ACTIVE
CARD00313,C00313,JCB,Classic,500000000,ACTIVE
CARD00314,C00314,VISA,Platinum,20000000,ACTIVE
CARD00315,C00315,VISA,Gold,500000000,ACTIVE
CARD00316,C00316,Amex,Platinum,500000000,ACTIVE
CARD00317,C00317,VISA,Classic,10000000,ACTIVE
CARD00318,C00318,MasterCard,Classic,50000000,ACTIVE
CARD00319,C00319,MasterCard,Gold,50000000,ACTIVE
CARD00320,C00320,Amex,Classic,20000000,ACTIVE
CARD00321,C00321,JCB,Platinum,200000000,ACTIVE
CARD00322,C00322,Amex,Classic,200000000,ACTIVE
CARD00323,C00323,VISA,Platinum,30000000,BLOCKED
CARD00324,C00324,JCB,Classic,500000000,BLOCKED
CARD00325,C00325,MasterCard,Infinite,10000000,ACTIVE
CARD00326,C00326,VISA,Classic,100000000,ACTIVE
CARD00327,C00327,VISA,Platinum,10000000,ACTIVE
CARD00328,C00328,VISA,Classic,30000000,ACTIVE
CARD00329,C00329,Amex,Infinite,10000000,ACTIVE
CARD00330,C00330,Amex,Platinum,10000000,ACTIVE
CARD00331,C00331,JCB,Platinum,20000000,ACTIVE
CARD00332,C00332,Amex,Infinite,100000000,ACTIVE
CARD00333,C00333,MasterCard,Infinite,50000000,ACTIVE
CARD00334,C00334,Amex,Platinum,50000000,ACTIVE
CARD00335,C00335,Amex,Classic,100000000,ACTIVE
CARD00336,C00336,MasterCard,Infinite,20000000,BLOCKED
CARD00337,C00337,VISA,Classic,30000000,ACTIVE
CARD00338,C00338,VISA,Infinite,200000000,BLOCKED
CARD00339,C00339,Amex,Platinum,200000000,ACTIVE
CARD00340,C00340,Amex,Gold,200000000,ACTIVE
CARD00341,C00341,VISA,Classic,50000000,ACTIVE
CARD00342,C00342,JCB,Platinum,200000000,ACTIVE
CARD00343,C00343,JCB,Gold,30000000,ACTIVE
CARD00344,C00344,MasterCard,Platinum,50000000,ACTIVE
CARD00345,C00345,MasterCard,Classic,30000000,ACTIVE
CARD00346,C00346,MasterCard,Classic,30000000,ACTIVE
CARD00347,C00347,VISA,Classic,10000000,ACTIVE
CARD00348,C00348,JCB,Classic,200000000,ACTIVE
CARD00349,C00349,VISA,Infinite,50000000,ACTIVE
CARD00350,C00350,VISA,Classic,50000000,ACTIVE
CARD00351,C00351,Amex,Platinum,100000000,ACTIVE
CARD00352,C00352,Amex,Infinite,500000000,ACTIVE
CARD00353,C00353,Amex,Infinite,50000000,ACTIVE
CARD00354,C00354,Amex,Infinite,20000000,ACTIVE
CARD00355,C00355,MasterCard,Classic,10000000,ACTIVE
CARD00356,C00356,MasterCard,Platinum,10000000,ACTIVE
CARD00357,C00357,JCB,Classic,500000000,ACTIVE
CARD00358,C00358,VISA,Infinite,10000000,BLOCKED
CARD00359,C00359,MasterCard,Platinum,20000000,ACTIVE
CARD00360,C00360,Amex,Platinum,20000000,ACTIVE
CARD00361,C00361,JCB,Platinum,500000000,ACTIVE
CARD00362,C00362,Amex,Classic,50000000,BLOCKED
CARD00363,C00363,JCB,Classic,200000000,BLOCKED
CARD00364,C00364,Amex,Classic,30000000,ACTIVE
CARD00365,C00365,VISA,Platinum,20000000,ACTIVE
CARD00366,C00366,Amex,Infinite,100000000,ACTIVE
CARD00367,C00367,MasterCard,Platinum,20000000,ACTIVE
CARD00368,C00368,Amex,Platinum,30000000,ACTIVE
CARD00369,C00369,JCB,Classic,50000000,ACTIVE
CARD00370,C00370,Amex,Platinum,200000000,ACTIVE
CARD00371,C00371,JCB,Classic,100000000,ACTIVE
CARD00372,C00372,JCB,Platinum,20000000,ACTIVE
CARD00373,C00373,MasterCard,Classic,100000000,BLOCKED
CARD00374,C00374,JCB,Platinum,30000000,ACTIVE
CARD00375,C00375,VISA,Infinite,20000000,ACTIVE
CARD00376,C00376,MasterCard,Platinum,200000000,ACTIVE
CARD00377,C00377,MasterCard,Platinum,30000000,ACTIVE
CARD00378,C00378,VISA,Platinum,10000000,ACTIVE
CARD00379,C00379,Amex,Classic,200000000,ACTIVE
CARD00380,C00380,Amex,Platinum,200000000,ACTIVE
CARD00381,C00381,VISA,Classic,10000000,ACTIVE
CARD00382,C00382,Amex,Platinum,500000000,ACTIVE
CARD00383,C00383,VISA,Infinite,50000000,ACTIVE
CARD00384,C00384,VISA,Gold,20000000,ACTIVE
CARD00385,C00385,Amex,Classic,200000000,ACTIVE
CARD00386,C00386,Amex,Platinum,100000000,ACTIVE
CARD00387,C00387,MasterCard,Classic,30000000,ACTIVE
CARD00388,C00388,VISA,Classic,20000000,ACTIVE
CARD00389,C00389,JCB,Gold,50000000,ACTIVE
CARD00390,C00390,MasterCard,Infinite,30000000,ACTIVE
CARD00391,C00391,MasterCard,Gold,10000000,ACTIVE
CARD00392,C00392,Amex,Platinum,30000000,ACTIVE
CARD00393,C00393,MasterCard,Gold,500000000,ACTIVE
CARD00394,C00394,MasterCard,Gold,20000000,ACTIVE
CARD00395,C00395,VISA,Platinum,200000000,ACTIVE
CARD00396,C00396,MasterCard,Infinite,500000000,ACTIVE
CARD00397,C00397,VISA,Gold,500000000,ACTIVE
CARD00398,C00398,JCB,Infinite,10000000,ACTIVE
CARD00399,C00399,JCB,Classic,500000000,ACTIVE
CARD00400,C00400,Amex,Infinite,200000000,ACTIVE
CARD00401,C00401,Amex,Infinite,100000000,ACTIVE
CARD00402,C00402,MasterCard,Classic,200000000,ACTIVE
CARD00403,C00403,VISA,Gold,50000000,BLOCKED
CARD00404,C00404,Amex,Infinite,10000000,ACTIVE
CARD00405,C00405,MasterCard,Platinum,50000000,ACTIVE
CARD00406,C00406,MasterCard,Infinite,20000000,ACTIVE
CARD00407,C00407,MasterCard,Classic,30000000,BLOCKED
CARD00408,C00408,JCB,Infinite,500000000,ACTIVE
CARD00409,C00409,Amex,Platinum,20000000,ACTIVE
CARD00410,C00410,VISA,Platinum,20000000,ACTIVE
CARD00411,C00411,MasterCard,Infinite,20000000,ACTIVE
CARD00412,C00412,MasterCard,Platinum,500000000,ACTIVE
CARD00413,C00413,JCB,Classic,50000000,ACTIVE
CARD00414,C00414,Amex,Platinum,30000000,ACTIVE
CARD00415,C00415,Amex,Infinite,100000000,ACTIVE
CARD00416,C00416,VISA,Classic,50000000,ACTIVE
CARD00417,C00417,VISA,Platinum,10000000,ACTIVE
CARD00418,C00418,VISA,Classic,200000000,ACTIVE
CARD00419,C00419,Amex,Platinum,20000000,ACTIVE
CARD00420,C00420,JCB,Gold,100000000,ACTIVE
CARD00421,C00421,MasterCard,Platinum,50000000,ACTIVE
CARD00422,C00422,Amex,Gold,200000000,ACTIVE
CARD00423,C00423,Amex,Classic,20000000,ACTIVE
CARD00424,C00424,Amex,Platinum,10000000,ACTIVE
CARD00425,C00425,MasterCard,Gold,200000000,BLOCKED
CARD00426,C00426,MasterCard,Classic,50000000,ACTIVE
CARD00427,C00427,Amex,Classic,10000000,ACTIVE
CARD00428,C00428,JCB,Classic,500000000,ACTIVE
CARD00429,C00429,Amex,Classic,200000000,ACTIVE
CARD00430,C00430,JCB,Infinite,10000000,BLOCKED
CARD00431,C00431,VISA,Platinum,20000000,ACTIVE
CARD00432,C00432,VISA,Platinum,500000000,ACTIVE
CARD00433,C00433,MasterCard,Gold,10000000,ACTIVE
CARD00434,C00434,VISA,Gold,30000000,ACTIVE
CARD00435,C00435,JCB,Platinum,20000000,ACTIVE
CARD00436,C00436,VISA,Infinite,50000000,ACTIVE
CARD00437,C00437,Amex,Infinite,10000000,ACTIVE
CARD00438,C00438,Amex,Gold,10000000,ACTIVE
CARD00439,C00439,Amex,Infinite,30000000,ACTIVE
CARD00440,C00440,JCB,Gold,30000000,ACTIVE
CARD00441,C00441,Amex,Gold,20000000,ACTIVE
CARD00442,C00442,JCB,Platinum,50000000,ACTIVE
CARD00443,C00443,Amex,Classic,100000000,ACTIVE
CARD00444,C00444,Amex,Infinite,100000000,ACTIVE
CARD00445,C00445,MasterCard,Platinum,100000000,ACTIVE
CARD00446,C00446,Amex,Classic,10000000,ACTIVE
CARD00447,C00447,MasterCard,Infinite,200000000,ACTIVE
CARD00448,C00448,Amex,Platinum,50000000,ACTIVE
CARD00449,C00449,Amex,Infinite,30000000,ACTIVE
CARD00450,C00450,MasterCard,Gold,10000000,ACTIVE
CARD00451,C00451,MasterCard,Gold,30000000,ACTIVE
CARD00452,C00452,VISA,Platinum,50000000,ACTIVE
CARD00453,C00453,Amex,Infinite,10000000,ACTIVE
CARD00454,C00454,JCB,Infinite,20000000,BLOCKED
CARD00455,C00455,MasterCard,Infinite,500000000,ACTIVE
CARD00456,C00456,MasterCard,Classic,200000000,BLOCKED
CARD00457,C00457,VISA,Classic,30000000,ACTIVE
CARD00458,C00458,VISA,Gold,200000000,ACTIVE
CARD00459,C00459,MasterCard,Classic,10000000,ACTIVE
CARD00460,C00460,VISA,Infinite,200000000,ACTIVE
CARD00461,C00461,VISA,Classic,20000000,ACTIVE
CARD00462,C00462,JCB,Classic,50000000,ACTIVE
